edge_idx,source,target,control,ms,delta
959,17,14,0.2729957,0.27294475,5.096197e-05
560,31,67,0.27760658,0.27757138,3.5196543e-05
764,7,4,0.27326775,0.2732939,-2.6166439e-05
39,2,6,0.27529123,0.27532122,-2.9981136e-05
378,20,72,0.2693024,0.26934224,-3.9845705e-05
1163,40,26,0.2643953,0.26445305,-5.77569e-05
484,26,72,0.27522042,0.27528587,-6.54459e-05
767,11,4,0.27171046,0.27178356,-7.31051e-05
1047,69,19,0.27054295,0.27062815,-8.520484e-05
637,47,54,0.26963437,0.26972467,-9.030104e-05
319,18,33,0.26991776,0.27003238,-0.00011461973
376,20,70,0.2694239,0.26953962,-0.00011572242
1367,75,53,0.2765383,0.27665454,-0.00011622906
607,39,59,0.27384028,0.27396497,-0.00012469292
1146,45,25,0.2678292,0.2679779,-0.00014868379
602,38,63,0.27671623,0.2769035,-0.0001872778
688,63,70,0.26875156,0.26893973,-0.00018817186
175,8,23,0.26902863,0.26921755,-0.00018891692
332,18,71,0.27432427,0.27453426,-0.00020998716
