Node,Group,Layer,Metric,Value
65,Control,rsfMRI,Degree_mean,74.15094339622641
65,EM,FA,Degree_mean,65.73076923076923
65,EM,GM,Degree_mean,74.46153846153847
65,EM,rsfMRI,Degree_mean,74.42307692307692
66,Control,FA,Degree_mean,72.90566037735849
66,Control,GM,Degree_mean,74.60377358490567
66,Control,rsfMRI,Degree_mean,74.33962264150944
66,EM,FA,Degree_mean,71.6923076923077
66,EM,GM,Degree_mean,73.96153846153847
66,EM,rsfMRI,Degree_mean,74.23076923076923
67,Control,FA,Degree_mean,74.9622641509434
67,Control,GM,Degree_mean,74.20754716981132
67,Control,rsfMRI,Degree_mean,74.45283018867924
67,EM,FA,Degree_mean,73.59615384615384
67,EM,GM,Degree_mean,74.36538461538461
67,EM,rsfMRI,Degree_mean,74.11538461538461
68,Control,FA,Degree_mean,67.73584905660377
68,Control,GM,Degree_mean,74.11320754716981
68,Control,rsfMRI,Degree_mean,74.28301886792453
68,EM,FA,Degree_mean,66.96153846153847
68,EM,GM,Degree_mean,74.46153846153847
68,EM,rsfMRI,Degree_mean,74.28846153846153
69,Control,FA,Degree_mean,66.94339622641509
69,Control,GM,Degree_mean,74.26415094339623
69,Control,rsfMRI,Degree_mean,74.28301886792453
69,EM,FA,Degree_mean,65.76923076923077
69,EM,GM,Degree_mean,74.3076923076923
69,EM,rsfMRI,Degree_mean,74.28846153846153
70,Control,FA,Degree_mean,72.94339622641509
70,Control,GM,Degree_mean,74.11320754716981
70,Control,rsfMRI,Degree_mean,74.41509433962264
70,EM,FA,Degree_mean,71.65384615384616
70,EM,GM,Degree_mean,74.46153846153847
70,EM,rsfMRI,Degree_mean,74.15384615384616
71,Control,FA,Degree_mean,73.94339622641509
71,Control,GM,Degree_mean,74.54716981132076
71,Control,rsfMRI,Degree_mean,74.45283018867924
71,EM,FA,Degree_mean,72.63461538461539
71,EM,GM,Degree_mean,74.01923076923077
71,EM,rsfMRI,Degree_mean,74.11538461538461
